Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
Kepler-326 c,0,0.001,0.001,0.13,0.055,1159,975,3.941,4.5804,2.1129,11.7,487.68,5105,4.56,TRUE,nexsci
Kepler-326 d,0,0,0.001,0.11,0.022,1019,857,3.67,6.7669,1.7062,11.7,487.68,5105,4.56,TRUE,nexsci
Kepler-327 b,0,0.001,0.01,0.1,0.00444,895,753,3.05,2.5496,1.6999,12,241.99,3799,4.76,TRUE,nexsci
Kepler-327 c,0,0,0,0.09,0.064,703,592,4.273,5.2123,2.098,12,241.99,3799,4.76,TRUE,nexsci
Kepler-327 d,0,0,0.008,0.15,0.0115,508,427,3.08,13.9695,1.5871,12,241.99,3799,4.76,TRUE,nexsci
Kepler-328 b,0,0,0.001,0.2,0.09,763,642,3.725,34.921,9.874,14.2,2213.19,6064,4.44,TRUE,nexsci
Kepler-328 c,0,0,0.005,0.48,0.124,602,506,3.122,71.312,8.781,14.2,2213.19,6064,4.44,TRUE,nexsci
Kepler-329 b,0,0,0.006,0.13,0.008,713,599,3.103,7.4164,2.1362,12.7,439.72,4257,4.74,TRUE,nexsci
Kepler-329 c,0,0,0.009,0.17,0.0138,524,440,3.063,18.6847,3.9193,12.7,439.72,4257,4.74,TRUE,nexsci
Kepler-32 b,0,0.001,0,0.2,4.1,728,612,5.422,5.9012,2.2588,12.8,323.85,3900,4.64,TRUE,nexsci
Kepler-32 c,0,0,0,0.18,0.5,543,456,4.592,8.7522,2.3742,12.8,323.85,3900,4.64,TRUE,nexsci
Kepler-32 d,0,0,0.01,0.24,0.0244,452,380,3.018,22.7802,3.3002,12.8,323.85,3900,4.64,TRUE,nexsci
Kepler-32 e,0,0.001,0.007,0.13,0.00899,896,754,3.094,2.896,1.7259,12.8,323.85,3900,4.64,TRUE,nexsci
Kepler-32 f,0,0,0.009,0.07,0.0015,1428,1201,2.844,0.743,1.088,12.8,323.85,3900,4.64,TRUE,nexsci
Kepler-330 b,0,0,0.003,0.12,0.00752,909,765,3.112,8.2598,2.928,13.3,717.53,5117,4.64,TRUE,nexsci
Kepler-330 c,0,0,0.005,0.17,0.014,731,615,3.059,15.9554,4.0285,13.3,717.53,5117,4.64,TRUE,nexsci
Kepler-331 b,0,0,0.007,0.16,0.0125,684,576,3.072,8.4575,2.2621,13.3,580.12,4347,4.77,TRUE,nexsci
Kepler-331 c,0,0,0.006,0.16,0.0127,539,453,3.068,17.2811,2.7385,13.3,580.12,4347,4.77,TRUE,nexsci
Kepler-331 d,0,0,0.004,0.15,0.0105,438,368,3.087,32.1343,2.696,13.3,580.12,4347,4.77,TRUE,nexsci
Kepler-332 b,0,0,0.005,0.1,0.00537,911,766,3.09,7.6263,2.37,12,344.19,4955,4.61,TRUE,nexsci
Kepler-332 c,0,0,0.005,0.1,0.00416,714,600,3.04,15.9956,3.379,12,344.19,4955,4.61,TRUE,nexsci
Kepler-332 d,0,0,0.004,0.1,0.00553,555,466,3.095,34.2115,4.709,12,344.19,4955,4.61,TRUE,nexsci
Kepler-333 b,0,0,0.001,0.12,0.089,603,507,4.2,12.5512,3.2021,12.1,324.41,4259,4.73,TRUE,nexsci
Kepler-333 c,0,0,0.006,0.1,0.00444,484,407,3.05,24.0882,3.97,12.1,324.41,4259,4.73,TRUE,nexsci
Kepler-334 b,0,0,0.005,0.1,0.00459,1400,1177,3.056,5.4703,3.0617,11.4,426.59,5828,4.38,TRUE,nexsci
Kepler-334 c,0,0,0.006,0.13,0.00829,1057,889,3.098,12.758,4.1484,11.4,426.59,5828,4.38,TRUE,nexsci
Kepler-334 d,0,0,0.004,0.13,0.00809,843,709,3.101,25.0985,2.7865,11.4,426.59,5828,4.38,TRUE,nexsci
Kepler-335 b,0.001,0.001,0.005,0.3,0.0359,1674,1407,2.989,6.5623,3.9587,12.5,1278.97,5877,4.02,TRUE,nexsci
Kepler-335 c,0,0,0.004,0.27,0.0303,768,646,3,67.8445,12.07,12.5,1278.97,5877,4.02,TRUE,nexsci
Kepler-336 b,0.001,0,0.004,0.09,0.00328,2112,1776,2.992,2.0248,2.695,12.1,768.86,5867,4.26,TRUE,nexsci
Kepler-336 c,0,0.001,0.005,0.19,0.0159,1265,1063,3.052,9.6,4.2543,12.1,768.86,5867,4.26,TRUE,nexsci
Kepler-336 d,0,0,0.005,0.21,0.0195,978,822,3.036,20.6788,4.5776,12.1,768.86,5867,4.26,TRUE,nexsci
Kepler-337 b,0.002,0.001,0.005,0.14,0.0094,2038,1714,3.094,3.2928,4.7681,11.2,677.98,5684,4,TRUE,nexsci
Kepler-337 c,0,0.001,0.006,0.18,0.0153,1418,1192,3.054,9.6932,5.6725,11.2,677.98,5684,4,TRUE,nexsci
Kepler-338 b,0,0.001,0.002,0.22,0.096,1310,1101,3.7,13.727,7.3419,10.8,552.8,5923,4.02,TRUE,nexsci
Kepler-338 c,0,0.001,0.008,0.21,0.0191,1080,908,3.035,24.3109,8.7682,10.8,552.8,5923,4.02,TRUE,nexsci
Kepler-338 d,0,0.001,0.01,0.27,0.0292,884,743,3.003,44.431,10.306,10.8,552.8,5923,4.02,TRUE,nexsci
Kepler-338 e,0,0.001,0.002,0.14,0.027,1519,1277,3.54,9.341,6.18,10.8,552.8,5999,4.02,TRUE,nexsci
Kepler-339 b,0,0,0.005,0.13,0.00819,1232,1036,3.1,4.9777,2.5378,12.9,616.64,5631,4.59,TRUE,nexsci
Kepler-339 c,0,0,0.001,0.1,0.023,1100,925,3.73,6.9881,2.995,12.9,616.64,5631,4.59,TRUE,nexsci
Kepler-339 d,0,0,0,0.1,0.046,957,805,4.023,10.5583,3.374,12.9,616.64,5631,4.59,TRUE,nexsci
Kepler-33 b,0,0,0.003,0.15,0.0116,1755,1476,3.078,5.6679,4.9064,12.6,1209.16,5904,4.03,TRUE,nexsci
Kepler-33 c,0,0.001,0.131,0.28,0.00123,1325,1114,1.574,13.1756,6.6677,12.6,1209.16,5904,4.03,TRUE,nexsci
Kepler-33 d,0,0.002,0.057,0.48,0.0123,1120,942,2.127,21.776,7.9588,12.6,1209.16,5904,4.03,TRUE,nexsci
Kepler-33 e,0,0.001,0.016,0.36,0.01753,988,831,2.528,31.7844,8.8081,12.6,1209.16,5904,4.03,TRUE,nexsci
Kepler-33 f,0,0.001,0.012,0.4,0.0302,907,763,2.674,41.029,9.8052,12.6,1209.16,5904,4.03,TRUE,nexsci
Kepler-340 b,0,0.001,0.006,0.23,0.0218,1411,1186,3.024,14.8444,6.091,11.6,808.76,6620,4.06,TRUE,nexsci
Kepler-340 c,0,0.001,0.008,0.3,0.0355,1224,1029,2.987,22.8247,6.499,11.6,808.76,6620,4.06,TRUE,nexsci
Kepler-341 b,0,0,0.003,0.1,0.00553,1421,1195,3.095,5.1955,3.817,13,1047.03,6012,4.44,TRUE,nexsci
Kepler-341 c,0,0,0.004,0.15,0.0111,1231,1035,3.076,8.0104,4.2713,13,1047.03,6012,4.44,TRUE,nexsci
Kepler-341 d,0,0,0.004,0.17,0.0128,816,686,3.066,27.6663,6.225,13,1047.03,6012,4.44,TRUE,nexsci
Kepler-341 e,0,0,0.004,0.18,0.0145,708,595,3.055,42.4733,7.253,13,1047.03,6012,4.44,TRUE,nexsci
Kepler-342 b,0,0,0.005,0.2,0.0179,1200,1009,3.041,15.1703,4.3311,12,781.61,6175,4.19,TRUE,nexsci
Kepler-342 c,0,0,0.002,0.17,0.0142,998,839,3.06,26.2341,2.435,12,781.61,6175,4.19,TRUE,nexsci
Kepler-342 d,0,0,0.005,0.22,0.0213,873,734,3.03,39.4594,8.164,12,781.61,6175,4.19,TRUE,nexsci
Kepler-342 e,0.001,0,0.005,0.08,0.00193,2469,2076,2.885,1.6442,2.9122,12,781.61,6366,4.28,TRUE,nexsci
Kepler-343 b,0,0.001,0.004,0.21,0.0201,1342,1129,3.033,8.9686,4.4073,12.7,927.19,5807,4.18,TRUE,nexsci
Kepler-343 c,0,0,0.002,0.18,0.0149,974,819,3.057,23.2218,2.507,12.7,927.19,5807,4.18,TRUE,nexsci
Kepler-344 b,0,0,0.003,0.23,0.023,838,705,3.021,21.9639,2.7177,13.7,1002.94,5774,4.45,TRUE,nexsci
Kepler-344 c,0,0,0.004,0.26,0.0283,469,395,3.006,125.5968,7.533,13.7,1002.94,5774,4.45,TRUE,nexsci
Kepler-345 b,0,0,0.006,0.07,0.00157,792,666,2.951,7.4156,2.076,11.6,260,4504,4.68,TRUE,nexsci
Kepler-345 c,0,0,0.005,0.11,0.00692,733,616,3.176,9.3874,1.555,11.6,260,4504,4.68,TRUE,nexsci
Kepler-346 b,0,0.001,0.004,0.24,0.0238,1311,1103,3.021,6.5111,1.6919,13.6,984.11,6033,4.46,TRUE,nexsci
Kepler-346 c,0,0,0.004,0.27,0.0303,852,717,3,23.8515,2.4453,13.6,984.11,6033,4.46,TRUE,nexsci
Kepler-347 b,0,0,0.006,0.18,0.0143,1053,885,3.059,12.7984,6.401,13,1298.88,6088,4.47,TRUE,nexsci
Kepler-347 c,0,0,0.003,0.16,0.0117,816,686,3.076,27.3209,4.836,13,1298.88,6088,4.47,TRUE,nexsci
Kepler-348 b,0,0,0.004,0.14,0.0092,1498,1260,3.091,7.0568,1.9201,11.4,570.78,6177,4.24,TRUE,nexsci
Kepler-348 c,0,0,0.004,0.12,0.00733,1112,935,3.108,17.2654,5.187,11.4,570.78,6177,4.24,TRUE,nexsci
Kepler-349 b,0,0,0,0.17,0.297,1292,1086,4.406,5.9298,2.4534,13.2,940.72,5956,4.52,TRUE,nexsci
Kepler-349 c,0,0,0.004,0.17,0.0142,1016,855,3.06,12.2476,3.3744,13.2,940.72,5956,4.52,TRUE,nexsci
Kepler-34 b,,,,0.76,0.22,350,294,2.97,288.822,,13.2,1800.82,5913,4.33,TRUE,nexsci
Kepler-350 b,0,0,0.003,0.17,0.0128,1361,1144,3.066,11.1896,5.3,12.4,956.86,6186,4.15,TRUE,nexsci
Kepler-350 c,0,0.001,0.014,0.28,0.019,1118,941,2.788,17.849,5.8919,12.4,956.86,6492,4.24,TRUE,nexsci
Kepler-350 d,0,0.001,0.004,0.25,0.047,985,828,3.27,26.136,6.613,12.4,956.86,6492,4.24,TRUE,nexsci
Kepler-351 b,0,0,0.009,0.27,0.015,645,542,2.698,37.0549,4.864,14.1,1083.91,5643,4.56,TRUE,nexsci
Kepler-351 c,0,0,0.004,0.28,0.035,557,468,3.029,57.2481,6.092,14.1,1083.91,5643,4.56,TRUE,nexsci
Kepler-351 d,0,0,0.004,0.24,0.0247,368,309,3.016,142.5442,8.949,14.1,1083.91,5225,4.58,TRUE,nexsci
Kepler-352 b,0,0,0.008,0.08,0.00178,905,761,2.872,10.0554,2.773,11.1,252.73,5212,4.57,TRUE,nexsci
Kepler-352 c,0,0,0.005,0.11,0.00651,768,646,3.117,16.333,2.0497,11.1,252.73,5212,4.57,TRUE,nexsci
Kepler-353 b,0,0,0.006,0.08,0.00201,701,589,2.902,5.7953,2.286,12.8,384.69,3903,4.75,TRUE,nexsci
Kepler-353 c,0,0,0.006,0.12,0.0078,621,522,3.106,8.4109,2.4553,12.8,384.69,3903,4.75,TRUE,nexsci
Kepler-354 b,0,0,0.006,0.16,0.0127,939,789,3.068,5.4767,2.5482,13.2,554.06,4648,4.63,TRUE,nexsci
Kepler-354 c,0,0,0.003,0.12,0.00714,643,541,3.112,16.9344,3.567,13.2,554.06,4648,4.63,TRUE,nexsci
Kepler-354 d,0,0,0.003,0.11,0.00651,571,480,3.117,24.2098,4.046,13.2,554.06,4648,4.63,TRUE,nexsci
Kepler-355 b,0,0,0.002,0.13,0.00859,1149,966,3.1,11.0319,4.518,13.7,1432.17,6184,4.44,TRUE,nexsci
Kepler-355 c,0,0,0.005,0.24,0.0245,867,729,3.016,25.7623,6.908,13.7,1432.17,6184,4.44,TRUE,nexsci
Kepler-356 b,0.001,0.001,0.005,0.14,0.00972,1699,1429,3.09,4.6127,3.0018,11.7,707.56,6133,4.26,TRUE,nexsci
Kepler-356 c,0,0,0.004,0.16,0.0124,1196,1006,3.074,13.1216,3.6138,11.7,707.56,6133,4.26,TRUE,nexsci
Kepler-357 b,0,0,0.004,0.16,0.0127,1048,881,3.068,6.4754,2.7048,13.4,688.57,5036,4.5,TRUE,nexsci
Kepler-357 c,0,0,0.004,0.24,0.0239,760,639,3.019,16.8584,2.1201,13.4,688.57,5036,4.5,TRUE,nexsci
Kepler-357 d,0,0,0.007,0.31,0.0366,530,446,2.986,49.4999,6.32,13.4,688.57,5036,4.5,TRUE,nexsci
Kepler-358 b,0,0,0.003,0.24,0.0247,721,606,3.016,34.0605,2.452,13.7,1101.1,5908,4.5,TRUE,nexsci
Kepler-358 c,0,0,0.004,0.25,0.0267,535,450,3.011,83.4884,6.21,13.7,1101.1,5908,4.5,TRUE,nexsci
Kepler-359 b,0,0,0.004,0.32,0.0384,887,746,2.982,25.5632,4.685,14.5,1443.21,6248,4.43,TRUE,nexsci
Kepler-359 c,0,0,0.02,0.38,0.00912,675,568,2.186,57.688,4.161,14.5,1443.21,6248,4.43,TRUE,nexsci
Kepler-359 d,0,0,0.015,0.36,0.0085,613,516,2.216,77.0957,3.476,14.5,1443.21,6248,4.43,TRUE,nexsci
Kepler-35 b,,,,0.73,0.127,420,353,2.774,131.458,,13.9,1819.17,5606,4.36,TRUE,nexsci
Kepler-360 b,0,0,0.003,0.15,0.0106,1704,1433,3.085,3.2897,2.3218,13.2,876.04,6053,4.42,TRUE,nexsci
Kepler-360 c,0,0,0.003,0.19,0.0159,1305,1097,3.052,7.1864,1.4341,13.2,876.04,6053,4.42,TRUE,nexsci
Kepler-361 b,0,0,0.004,0.13,0.00849,1396,1174,3.102,8.4866,5.269,12.2,930.32,6169,4.25,TRUE,nexsci
Kepler-361 c,0,0,0.005,0.23,0.0217,748,629,3.026,55.188,9.022,12.2,930.32,6169,4.25,TRUE,nexsci
Kepler-362 b,0,0,0.004,0.08,0.00193,955,803,2.885,10.3272,1.944,12.8,1090.51,5788,4.64,TRUE,nexsci
Kepler-362 c,0,0,0.004,0.13,0.00849,619,521,3.102,37.8663,4.948,12.8,1090.51,5788,4.64,TRUE,nexsci
Kepler-363 b,0,0,0.003,0.1,0.00521,1787,1503,3.085,3.6146,3.188,11.7,762.6,5593,4.15,TRUE,nexsci
Kepler-363 c,0,0.001,0,0.15,0.209,1393,1171,4.356,7.5424,4.73,11.7,762.6,5593,4.15,TRUE,nexsci
Kepler-363 d,0,0.001,0.005,0.18,0.0153,1197,1006,3.054,11.9321,6.205,11.7,762.6,5593,4.15,TRUE,nexsci
Kepler-364 b,0,0,0.003,0.14,0.00951,939,790,3.093,25.7457,7.003,12.4,891.46,6108,4.27,TRUE,nexsci
Kepler-364 c,0,0,0.004,0.19,0.0166,709,597,3.048,59.9806,7.588,12.4,891.46,6108,4.27,TRUE,nexsci
Kepler-365 b,0,0,0.004,0.18,0.0152,1128,949,3.056,10.6649,3.159,13.1,1038.99,6012,4.43,TRUE,nexsci
Kepler-365 c,0,0,0.003,0.15,0.0105,954,803,3.087,17.7841,3.997,13.1,1038.99,6012,4.43,TRUE,nexsci
Kepler-366 b,0,0,0.003,0.13,0.00859,1720,1446,3.1,3.282,2.8276,13.4,1856.28,6209,4.45,TRUE,nexsci
Kepler-366 c,0,0,0.004,0.16,0.0121,1100,925,3.069,12.5162,4.871,13.4,1856.28,6209,4.45,TRUE,nexsci
Kepler-367 b,0,0,0.008,0.12,0.00705,500,421,3.113,37.8157,4.631,10.7,188.03,4710,4.63,TRUE,nexsci
Kepler-367 c,0,0,0.007,0.11,0.00588,446,375,3.105,53.5786,5.236,10.7,188.03,4710,4.63,TRUE,nexsci
Kepler-368 b,0,0.001,0.008,0.29,0.0336,1040,874,2.993,26.8477,10.068,11.2,770.98,5502,3.9,TRUE,nexsci
Kepler-368 c,0,0,0.006,0.35,0.0451,747,628,2.97,72.3793,7.892,11.2,770.98,5502,3.9,TRUE,nexsci
Kepler-369 b,0,0,0.006,0.1,0.00474,815,685,3.061,2.7328,1.037,12.4,214,3591,4.79,TRUE,nexsci
Kepler-369 c,0,0,0.006,0.13,0.00809,460,387,3.101,14.8716,2.4076,12.4,214,3591,4.79,TRUE,nexsci
Kepler-36 b,0,0,0.004,0.13,0.01205,1289,1084,3.221,13.8682,7.2783,10.8,527.96,5979,4.1,TRUE,nexsci
Kepler-36 c,0.001,0.003,0.031,0.33,0.02243,1222,1028,2.713,16.2187,7.46,10.8,527.96,5979,4.1,TRUE,nexsci
Kepler-370 b,0,0,0.004,0.14,0.00993,1370,1152,3.087,4.5795,3.106,13.6,1167.94,5852,4.53,TRUE,nexsci
Kepler-370 c,0,0,0.003,0.17,0.0136,851,715,3.067,19.0229,3.431,13.6,1167.94,5852,4.53,TRUE,nexsci
Kepler-371 b,0,0,0.004,0.17,0.0133,723,608,3.062,34.7633,4.309,12.3,813.19,5666,4.39,TRUE,nexsci
Kepler-371 c,0,0,0.004,0.16,0.012,578,486,3.071,67.968,7.948,12.3,813.19,5666,4.39,TRUE,nexsci
Kepler-372 b,0,0,0.002,0.12,0.00761,1455,1224,3.11,6.8497,4.919,13.6,1493.95,6509,4.41,TRUE,nexsci
Kepler-372 c,0,0,0.004,0.19,0.0158,1016,854,3.054,20.0538,7.173,13.6,1493.95,6509,4.41,TRUE,nexsci
Kepler-372 d,0,0,0.002,0.15,0.011,889,747,3.078,30.0926,6.654,13.6,1493.95,6509,4.41,TRUE,nexsci
Kepler-373 b,0,0,0.004,0.12,0.00761,1242,1044,3.11,5.5353,2.8213,12.9,1090.45,5787,4.56,TRUE,nexsci
Kepler-373 c,0,0,0.002,0.11,0.00651,857,721,3.117,16.7259,2.708,12.9,1090.45,5787,4.56,TRUE,nexsci
Kepler-374 b,0.001,0,0.005,0.09,0.0034,1920,1615,2.998,1.8978,2.7114,13.1,1265.61,5977,4.48,TRUE,nexsci
Kepler-374 c,0,0,0.004,0.1,0.0043,1595,1342,3.045,3.2828,3.2532,13.1,1265.61,5977,4.48,TRUE,nexsci
Kepler-374 d,0,0,0.004,0.12,0.00714,1382,1162,3.112,5.0282,3.5644,13.1,1265.61,5977,4.48,TRUE,nexsci
Kepler-375 b,0,0,0.002,0.13,0.00849,963,810,3.102,12.1259,3.202,14.1,1238.81,5826,4.57,TRUE,nexsci
Kepler-375 c,0,0,0.004,0.24,0.0236,815,686,3.021,19.9863,3.81,14.1,1238.81,5826,4.57,TRUE,nexsci
Kepler-376 b,0,0,0.004,0.1,0.0039,1539,1294,3.03,4.9202,4.046,12.3,923.07,5900,4.3,TRUE,nexsci
Kepler-376 c,0,0,0.003,0.16,0.0121,1084,911,3.069,14.1723,2.6297,12.3,923.07,5900,4.3,TRUE,nexsci
Kepler-377 b,0,0,0.002,0.12,0.0079,1141,960,3.105,12.5095,3.479,12.5,823.8,5949,4.3,TRUE,nexsci
Kepler-377 c,0,0,0.004,0.18,0.0154,883,743,3.052,27.015,5.336,12.5,823.8,5949,4.3,TRUE,nexsci
Kepler-378 b,0,0,0.012,0.07,0.00109,654,550,2.779,16.0924,2.0028,10.2,152.09,4661,4.65,TRUE,nexsci
Kepler-378 c,0,0,0.012,0.06,0.00085,537,452,2.739,28.906,3.043,10.2,152.09,4661,4.65,TRUE,nexsci
Kepler-379 b,0,0,0.004,0.15,0.0107,1019,857,3.083,20.0984,5.176,12,731.27,6054,4.27,TRUE,nexsci
Kepler-379 c,0,0,0.004,0.2,0.0184,696,585,3.04,62.7847,4.789,12,731.27,6054,4.27,TRUE,nexsci
Kepler-37 b,0,0,0,0.03,0.01,872,733,4.564,13.3673,3.733,7.9,63.92,5417,4.57,TRUE,nexsci
Kepler-37 c,0,0,0.001,0.07,0.03776,737,620,4.319,21.302,3.8131,7.9,63.92,5417,4.57,TRUE,nexsci
Kepler-37 d,0,0.001,0.016,0.17,0.03839,598,503,3.502,39.7922,4.4474,7.9,63.92,5417,4.57,TRUE,nexsci
Kepler-37 e,,,,,9.00E-05,536,451,,51.196,,7.9,63.92,5288,4.61,TRUE,nexsci
HD 158259 b,,,,0.12,0.00698,,1577,3.117,2.178,2.2237,5,27.05,5802,4.25,TRUE,nexsci
Kepler-380 b,0,0,0.003,0.11,0.0057,1712,1440,3.099,3.9308,2.932,12.3,813.71,6045,4.29,TRUE,nexsci
Kepler-380 c,0,0,0.002,0.11,0.00678,1371,1153,3.119,7.63,2.699,12.3,813.71,6045,4.29,TRUE,nexsci
Kepler-381 b,0.001,0.001,0.009,0.09,0.00295,1721,1447,2.975,5.629,3.913,9.5,267.32,6152,4.12,TRUE,nexsci
Kepler-381 c,0,0,0.006,0.1,0.00459,1292,1087,3.056,13.3916,3.381,9.5,267.32,6152,4.12,TRUE,nexsci
Kepler-382 b,0,0,0.004,0.12,0.00724,1328,1116,3.11,5.2622,3.244,12.9,935.45,5600,4.4,TRUE,nexsci
Kepler-382 c,0,0,0.003,0.14,0.00993,1000,841,3.087,12.1627,2.3161,12.9,935.45,5600,4.4,TRUE,nexsci
Kepler-383 b,0,0,0.004,0.12,0.00724,717,603,3.11,12.9045,3.28,12.7,470,4710,4.62,TRUE,nexsci
Kepler-383 c,0,0,0.003,0.11,0.00651,533,448,3.117,31.2008,3.718,12.7,470,4710,4.62,TRUE,nexsci
Kepler-384 b,0,0,0.005,0.1,0.00459,780,656,3.056,22.5971,6.205,12,895.68,5577,4.47,TRUE,nexsci
Kepler-384 c,0,0,0.003,0.1,0.00474,618,519,3.061,45.3483,4.627,12,895.68,5577,4.47,TRUE,nexsci
Kepler-385 b,0,0.001,0.003,0.24,0.04,1238,1041,3.221,10.0437,4.597,13.8,1432.61,6326,4.41,TRUE,nexsci
Kepler-385 c,0,0.001,0.004,0.27,0.042,1082,910,3.152,15.1632,6.804,13.8,1432.61,6326,4.41,TRUE,nexsci
Kepler-386 b,0,0,0.003,0.12,0.0079,841,707,3.105,12.3104,3.797,13.6,882.46,5178,4.56,TRUE,nexsci
Kepler-386 c,0,0,0.003,0.14,0.00982,662,557,3.088,25.1935,4.62,13.6,882.46,5178,4.56,TRUE,nexsci
Kepler-387 b,0,0,0.003,0.09,0.0034,1301,1094,2.998,6.7916,3.287,12.5,801.05,5774,4.35,TRUE,nexsci
Kepler-387 c,0,0,0.003,0.08,0.00201,1084,911,2.902,11.8375,3.328,12.5,801.05,5774,4.35,TRUE,nexsci
Kepler-388 b,0,0,0.007,0.07,0.00144,1044,878,2.838,3.1733,1.9094,12.5,425,4498,4.69,TRUE,nexsci
Kepler-388 c,0,0,0.006,0.08,0.00178,650,546,2.872,13.297,3.34,12.5,425,4498,4.69,TRUE,nexsci
Kepler-389 b,0,0,0.003,0.14,0.00909,1353,1138,3.092,3.2441,1.992,13.9,816.56,5376,4.57,TRUE,nexsci
Kepler-389 c,0,0,0.002,0.13,0.00859,826,695,3.1,14.5114,2.967,13.9,816.56,5376,4.57,TRUE,nexsci
Kepler-38 b,,,,0.38,0.384,627,527,3.81,105.599,,12.3,1174.59,5623,3.93,TRUE,nexsci
Kepler-390 b,0,0,0.006,0.07,0.0015,1026,863,2.844,6.7381,2.437,12.1,435.28,5166,4.57,TRUE,nexsci
Kepler-390 c,0,0,0.005,0.07,0.00131,823,692,2.821,13.06,2.851,12.1,435.28,5166,4.57,TRUE,nexsci
Kepler-391 b,0.002,0.001,0.004,0.28,0.0325,1869,1572,2.996,7.4168,7.12,11,869.24,4940,3.46,TRUE,nexsci
Kepler-391 c,0,0.001,0.004,0.32,0.0386,1334,1122,2.981,20.4854,10.229,11,869.24,4940,3.46,TRUE,nexsci
Kepler-392 b,0,0,0.004,0.09,0.00306,1490,1253,2.981,5.3419,3.577,12.1,681.43,5938,4.32,TRUE,nexsci
Kepler-392 c,0,0,0.003,0.1,0.0043,1187,998,3.045,10.4231,2.266,12.1,681.43,5938,4.32,TRUE,nexsci
Kepler-39 b,0.001,0.011,0.001,1.24,20.1,1064,895,4.511,21.0872,5.9361,12.9,1057.41,6350,4.4,TRUE,nexsci
Kepler-393 b,0,0,0.003,0.12,0.00696,1382,1162,3.115,9.1824,4.319,12,881.4,6189,4.23,TRUE,nexsci
Kepler-393 c,0,0,0.003,0.12,0.00733,1184,996,3.108,14.6136,5.251,12,881.4,6189,4.23,TRUE,nexsci
Kepler-394 b,0,0,0.003,0.14,0.01,1355,1139,3.084,8.005,3.32,13.4,1058.72,6402,4.41,TRUE,nexsci
Kepler-394 c,0,0,0.003,0.15,0.0107,1177,989,3.083,12.1307,3.749,13.4,1058.72,6402,4.41,TRUE,nexsci
Kepler-395 b,0,0,0.004,0.09,0.0034,741,623,2.998,7.0543,1.765,12.9,421.38,4262,4.73,TRUE,nexsci
Kepler-395 c,0,0,0.004,0.12,0.00724,435,366,3.11,34.9893,4.018,12.9,421.38,4262,4.73,TRUE,nexsci
Kepler-396 b,0,0.001,0.003,0.31,0.238,680,572,3.782,42.994,4.6011,10.3,223.76,5565,4.32,TRUE,nexsci
Kepler-396 c,0,0.001,0.048,0.47,0.056,534,449,2.793,88.505,7.4072,10.3,223.76,5565,4.32,TRUE,nexsci
Kepler-397 b,0,0,0.003,0.22,0.0208,704,592,3.031,22.2509,1.745,13.9,969,5307,4.57,TRUE,nexsci
Kepler-397 c,0,0,0.01,0.55,0.0995,385,324,2.91,135.4985,6.769,13.9,969,5307,4.57,TRUE,nexsci
Kepler-398 b,0,0,0.015,0.08,0.00236,959,807,2.929,4.0814,2.287,10.8,177.35,4493,4.69,TRUE,nexsci
Kepler-398 c,0,0,0.012,0.09,0.00317,682,574,2.987,11.4194,3.342,10.8,177.35,4493,4.69,TRUE,nexsci
Kepler-398 d,0,0,0.011,0.08,0.00193,860,724,2.885,6.8344,2.1537,10.8,177.35,4557,4.64,TRUE,nexsci
Kepler-399 b,0,0,0.005,0.09,0.00264,811,682,2.947,14.4253,3.653,12.7,740.54,5502,4.62,TRUE,nexsci
Kepler-399 c,0,0,0.004,0.13,0.00829,661,556,3.098,26.6757,2.696,12.7,740.54,5502,4.62,TRUE,nexsci
Kepler-399 d,0,0,0.006,0.17,0.0133,509,428,3.062,58.0346,5.584,12.7,740.54,5502,4.62,TRUE,nexsci
Kepler-400 b,0,0,0.004,0.15,0.0106,1227,1032,3.085,9.0244,3.1419,12.3,845.97,5886,4.35,TRUE,nexsci
Kepler-400 c,0,0,0.003,0.13,0.00889,989,831,3.095,17.3408,3.425,12.3,845.97,5886,4.35,TRUE,nexsci
Kepler-401 b,0,0,0.005,0.15,0.0112,1158,974,3.074,14.383,8.378,12,965.56,6117,4.25,TRUE,nexsci
Kepler-401 c,0,0,0.005,0.19,0.0166,780,656,3.048,47.3182,10.465,12,965.56,6117,4.25,TRUE,nexsci
Kepler-401 d,0,0,0.004,0.2,0.0182,499,420,3.039,184.2564,11.94,12,965.56,6184,4.28,TRUE,nexsci
Kepler-402 b,0,0,0.004,0.11,0.00624,1736,1460,3.115,4.0288,3.0477,12,625.34,6090,4.28,TRUE,nexsci
Kepler-402 c,0,0.001,0.004,0.14,0.00961,1503,1264,3.091,6.1248,3.6129,12,625.34,6090,4.28,TRUE,nexsci
Kepler-402 d,0,0,0.004,0.12,0.0078,1329,1118,3.106,8.9211,3.922,12,625.34,6090,4.28,TRUE,nexsci
Kepler-402 e,0,0,0.004,0.13,0.00859,1227,1032,3.1,11.2429,4.2025,12,625.34,6090,4.28,TRUE,nexsci
Kepler-403 b,0,0,0.005,0.11,0.0066,1461,1228,3.115,7.0315,5.8015,11.5,840.27,6090,4.27,TRUE,nexsci
